sitio|org|repo|issue|titulo|iniciador|inicio|finalizador|finalizacion
github|codenautas|backend-plus|1|Al detectar dentro de ajaxPromise que está deslogueado mostar un cartel arriba|emilioplatzer|2016-06-20|emilioplatzer|2016-07-08
